filename,width,height,class,xmin,ymin,xmax,ymax
BloodImage_00253_jpg.rf.007fc13998f82213271acb685da26542.jpg,640,480,RBC,47,222,134,312
BloodImage_00253_jpg.rf.007fc13998f82213271acb685da26542.jpg,640,480,RBC,51,46,138,136
BloodImage_00253_jpg.rf.007fc13998f82213271acb685da26542.jpg,640,480,RBC,138,36,259,122
BloodImage_00253_jpg.rf.007fc13998f82213271acb685da26542.jpg,640,480,RBC,277,36,383,126
BloodImage_00253_jpg.rf.007fc13998f82213271acb685da26542.jpg,640,480,RBC,510,267,632,381
BloodImage_00253_jpg.rf.007fc13998f82213271acb685da26542.jpg,640,480,RBC,469,62,556,165
BloodImage_00253_jpg.rf.007fc13998f82213271acb685da26542.jpg,640,480,RBC,97,377,185,479
BloodImage_00253_jpg.rf.007fc13998f82213271acb685da26542.jpg,640,480,RBC,500,377,639,478
BloodImage_00253_jpg.rf.007fc13998f82213271acb685da26542.jpg,640,480,RBC,422,296,518,395
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,181,4,279,110
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,115,155,213,261
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,232,289,330,395
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,81,357,196,460
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,6,193,115,279
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,458,111,570,215
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,505,195,600,284
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,294,194,416,321
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,327,354,429,451
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,423,281,525,378
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,296,82,400,197
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,102,69,208,161
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,1,128,106,220
BloodImage_00026_jpg.rf.022bcc7b83b860bc4153778fdb61fc48.jpg,640,480,RBC,181,359,273,454
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,316,202,426,276
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,370,17,460,123
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,176,2,291,113
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,1,232,97,364
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,88,217,192,324
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,202,194,304,283
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,380,273,476,389
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,470,214,560,363
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,559,212,639,359
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,513,75,625,177
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,354,116,467,204
BloodImage_00246_jpg.rf.03b208db315f2ed272d149f53bcb7bff.jpg,640,480,RBC,396,392,510,479
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,200,336,303,433
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,1,370,86,468
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,271,113,421,193
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,167,249,292,329
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,238,24,358,113
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,65,7,169,109
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,304,251,410,357
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,395,220,511,320
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,417,304,538,407
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,522,103,633,214
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,525,185,616,296
BloodImage_00365_jpg.rf.0d79f54dc40ee5dfdc1cde20debc04bc.jpg,640,480,RBC,329,409,430,479
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,216,279,330,379
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,117,345,230,475
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,452,314,566,414
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,385,317,499,417
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,505,222,608,325
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,488,179,588,271
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,477,57,577,149
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,426,70,526,162
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,376,169,482,272
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,1,179,96,278
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,1,1,96,98
BloodImage_00309_jpg.rf.08aef7a886590c9f7bfc0a9b86d9802b.jpg,640,480,RBC,286,197,382,296
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,457,164,553,251
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,501,261,586,351
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,570,303,639,407
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,472,353,579,445
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,44,310,136,403
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,25,394,138,479
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,121,274,244,394
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,162,140,259,249
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,19,1,98,87
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,153,47,254,137
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,232,415,319,479
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,95,38,192,158
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,574,208,639,301
BloodImage_00361_jpg.rf.080c2bce2befccbb6ac673a864ee44c7.jpg,640,480,RBC,225,223,321,310
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,329,386,414,479
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,125,355,223,451
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,1,331,98,427
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,78,266,176,362
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,24,1,124,82
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,157,1,272,104
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,283,1,379,109
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,523,1,625,62
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,524,100,629,204
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,535,364,639,469
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,349,273,472,384
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,295,185,418,296
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,32,157,140,248
BloodImage_00244_jpg.rf.097c43ab2eabd5b39054dc29f7e01363.jpg,640,480,RBC,192,239,313,349
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,407,57,519,158
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,303,62,386,163
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,262,401,358,479
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,239,187,329,293
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,230,56,305,147
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,486,255,586,367
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,448,355,541,441
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,537,403,637,479
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,396,429,496,479
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,315,293,408,379
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,368,258,464,361
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,4,383,102,479
BloodImage_00215_jpg.rf.03bbeac44aa97a76b83eb0188bcf79e3.jpg,640,480,RBC,1,262,66,378
BloodImage_00260_jpg.rf.1193e3b1fa1034db425bb50e90481df6.jpg,640,480,RBC,45,88,146,180
BloodImage_00260_jpg.rf.1193e3b1fa1034db425bb50e90481df6.jpg,640,480,RBC,361,124,484,234
BloodImage_00260_jpg.rf.1193e3b1fa1034db425bb50e90481df6.jpg,640,480,RBC,95,414,199,479
BloodImage_00260_jpg.rf.1193e3b1fa1034db425bb50e90481df6.jpg,640,480,RBC,118,68,247,150
BloodImage_00260_jpg.rf.1193e3b1fa1034db425bb50e90481df6.jpg,640,480,RBC,1,3,101,100
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,12,317,110,411
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,1,191,70,323
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,305,123,430,236
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,392,248,494,356
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,172,292,272,409
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,520,184,639,295
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,314,1,419,86
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,75,84,208,182
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,51,149,177,279
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,276,311,402,412
BloodImage_00197_jpg.rf.12facbe642774bf4a153c5d4f119d5fd.jpg,640,480,RBC,170,1,294,77
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,39,103,159,231
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,203,1,311,94
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,15,1,123,94
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,412,382,520,476
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,378,271,486,365
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,133,331,242,425
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,554,1,639,97
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,477,41,560,129
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,393,179,496,273
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,113,20,225,116
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,262,374,370,468
BloodImage_00047_jpg.rf.0e93d8b1389b5170c6fdd39092add348.jpg,640,480,RBC,299,65,387,136
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,284,342,365,449
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,334,366,448,454
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,412,286,542,386
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,435,1,569,70
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,51,178,150,295
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,140,1,230,110
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,458,131,550,220
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,269,168,346,267
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,166,161,248,261
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,1,94,82,194
BloodImage_00001_jpg.rf.132e0f2a183ec49dfa196a5980528c9c.jpg,640,480,RBC,12,30,105,134
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,51,159,138,267
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,210,274,332,382
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,515,186,605,288
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,423,161,528,265
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,359,377,481,479
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,254,409,379,479
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,146,409,238,479
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,69,424,149,479
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,115,89,210,172
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,209,1,319,83
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,101,1,204,70
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,355,1,458,70
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,498,357,580,455
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,384,286,478,378
BloodImage_00226_jpg.rf.0f26eeb808761245d57535042feeb4ff.jpg,640,480,RBC,476,84,579,181
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,353,1,462,101
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,296,98,402,235
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,303,264,424,382
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,49,62,171,195
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,205,21,299,117
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,562,1,639,87
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,173,171,292,285
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,540,269,639,361
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,514,342,633,439
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,304,384,384,479
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,574,158,639,279
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,1,337,69,455
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,1,132,70,224
BloodImage_00191_jpg.rf.1352174084bb569fe81a7a2750ba83f0.jpg,640,480,RBC,256,11,350,107
BloodImage_00006_jpg.rf.0fec6a67d6212112a71c2e20128c776d.jpg,640,480,RBC,361,316,476,458
BloodImage_00006_jpg.rf.0fec6a67d6212112a71c2e20128c776d.jpg,640,480,RBC,221,299,372,439
BloodImage_00006_jpg.rf.0fec6a67d6212112a71c2e20128c776d.jpg,640,480,RBC,84,351,198,456
BloodImage_00006_jpg.rf.0fec6a67d6212112a71c2e20128c776d.jpg,640,480,RBC,501,1,615,109
BloodImage_00006_jpg.rf.0fec6a67d6212112a71c2e20128c776d.jpg,640,480,RBC,479,208,593,317
BloodImage_00006_jpg.rf.0fec6a67d6212112a71c2e20128c776d.jpg,640,480,RBC,18,53,132,163
BloodImage_00006_jpg.rf.0fec6a67d6212112a71c2e20128c776d.jpg,640,480,RBC,547,375,639,479
BloodImage_00006_jpg.rf.0fec6a67d6212112a71c2e20128c776d.jpg,640,480,RBC,371,131,485,240
BloodImage_00006_jpg.rf.0fec6a67d6212112a71c2e20128c776d.jpg,640,480,RBC,286,104,398,189
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,214,81,333,183
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,332,56,423,151
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,346,157,437,252
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,415,241,506,336
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,175,121,255,201
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,448,392,548,479
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,257,388,373,479
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,6,388,122,479
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,494,51,609,150
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,375,1,508,80
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,549,340,639,443
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,571,201,639,334
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,39,84,153,207
BloodImage_00052_jpg.rf.112c1b0da8770b859050279d2612aa7b.jpg,640,480,RBC,22,278,136,401
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,455,106,562,209
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,490,249,597,352
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,543,165,639,270
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,568,323,639,429
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,310,365,427,471
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,298,46,418,157
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,203,24,301,141
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,394,1,491,107
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,1,153,77,259
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,1,379,68,479
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,1,1,91,75
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,95,1,210,93
BloodImage_00174_jpg.rf.0f1b2c9f4f82607af1bd459efc0e6b33.jpg,640,480,RBC,37,317,152,410
BloodImage_00180_jpg.rf.00da53c59ed0ba0e8eb6e60fc0083abc.jpg,640,480,RBC,38,197,149,320
BloodImage_00180_jpg.rf.00da53c59ed0ba0e8eb6e60fc0083abc.jpg,640,480,RBC,31,73,143,174
BloodImage_00180_jpg.rf.00da53c59ed0ba0e8eb6e60fc0083abc.jpg,640,480,RBC,108,45,202,141
BloodImage_00180_jpg.rf.00da53c59ed0ba0e8eb6e60fc0083abc.jpg,640,480,RBC,378,136,472,232
BloodImage_00180_jpg.rf.00da53c59ed0ba0e8eb6e60fc0083abc.jpg,640,480,RBC,166,290,282,379
BloodImage_00180_jpg.rf.00da53c59ed0ba0e8eb6e60fc0083abc.jpg,640,480,RBC,42,391,159,479
BloodImage_00180_jpg.rf.00da53c59ed0ba0e8eb6e60fc0083abc.jpg,640,480,RBC,524,62,639,159
